# Input file: /home/c707165/Steffi/HATPRO/TestData/python_one_hour//ZENIT_140101_030912.BRT
# BRTCode 666666
# TPCTimeRef 1
# FreqAnz 14
# N 176
# timestamp elevation frequence value
    1388545800 90.00  52.28           130.169998
    1388545800 90.00  53.86           233.460007
    1388545800 90.00  54.94           267.670013
    1388545800 90.00  56.66           271.440002
    1388545800 90.00  57.30           271.739990
    1388545800 90.00  58.00           271.619995
    1388545801 90.00  22.24            15.360000
    1388545801 90.00  23.04            15.000000
    1388545801 90.00  23.84            13.220000
    1388545801 90.00  25.44            11.300000
    1388545801 90.00  26.24            10.700000
    1388545801 90.00  27.84            10.190000
    1388545801 90.00  31.40            11.180000
    1388545801 90.00  51.26            91.239998
    1388545801 90.00  52.28           129.990005
    1388545801 90.00  53.86           233.479996
    1388545801 90.00  54.94           267.670013
    1388545801 90.00  56.66           271.489990
    1388545801 90.00  57.30           271.730011
    1388545801 90.00  58.00           271.660004
    1388545802 90.00  22.24            15.320000
    1388545802 90.00  23.04            14.940000
    1388545802 90.00  23.84            13.300000
    1388545802 90.00  25.44            11.250000
    1388545802 90.00  26.24            10.690000
    1388545802 90.00  27.84            10.170000
    1388545802 90.00  31.40            11.110000
    1388545802 90.00  51.26            91.169998
    1388545802 90.00  52.28           130.190002
    1388545802 90.00  53.86           233.160004
    1388545802 90.00  54.94           267.619995
    1388545802 90.00  56.66           271.339996
    1388545802 90.00  57.30           271.709991
    1388545802 90.00  58.00           271.739990
    1388545803 90.00  22.24            15.340000
    1388545803 90.00  23.04            14.840000
    1388545803 90.00  23.84            13.210000
    1388545803 90.00  25.44            11.330000
    1388545803 90.00  26.24            10.640000
    1388545803 90.00  27.84            10.200000
    1388545803 90.00  31.40            11.140000
    1388545803 90.00  51.26            91.440002
    1388545803 90.00  52.28           130.139999
    1388545803 90.00  53.86           233.570007
    1388545803 90.00  54.94           268.000000
    1388545803 90.00  56.66           271.309998
    1388545803 90.00  57.30           271.600006
    1388545803 90.00  58.00           271.390015
    1388545805 90.00  22.24            15.450000
    1388545805 90.00  23.04            14.820000
    1388545805 90.00  23.84            13.130000
    1388545805 90.00  25.44            11.280000
    1388545805 90.00  26.24            10.580000
    1388545805 90.00  27.84            10.270000
    1388545805 90.00  31.40            11.110000
    1388545805 90.00  51.26            91.360001
    1388545805 90.00  52.28           130.130005
    1388545805 90.00  53.86           233.270004
    1388545805 90.00  54.94           267.600006
    1388545805 90.00  56.66           271.589996
    1388545805 90.00  57.30           271.640015
    1388545805 90.00  58.00           271.589996
    1388545806 90.00  22.24            15.470000
    1388545806 90.00  23.04            14.970000
    1388545806 90.00  23.84            13.160000
    1388545806 90.00  25.44            11.230000
    1388545806 90.00  26.24            10.670000
    1388545806 90.00  27.84            10.200000
    1388545806 90.00  31.40            11.070000
    1388545806 90.00  51.26            91.209999
    1388545806 90.00  52.28           130.020004
    1388545806 90.00  53.86           233.529999
    1388545806 90.00  54.94           267.660004
    1388545806 90.00  56.66           271.480011
    1388545806 90.00  57.30           271.690002
    1388545806 90.00  58.00           271.630005
    1388545807 90.00  22.24            15.410000
    1388545807 90.00  23.04            14.930000
    1388545807 90.00  23.84            13.250000
    1388545807 90.00  25.44            11.220000
    1388545807 90.00  26.24            10.660000
    1388545807 90.00  27.84            10.200000
    1388545807 90.00  31.40            10.990000
    1388545807 90.00  51.26            91.510002
    1388545807 90.00  52.28           129.940002
    1388545807 90.00  53.86           233.610001
    1388545807 90.00  54.94           268.019989
    1388545807 90.00  56.66           271.510010
    1388545807 90.00  57.30           271.739990
    1388545807 90.00  58.00           271.750000
    1388545808 90.00  22.24            15.330000
    1388545808 90.00  23.04            14.890000
    1388545808 90.00  23.84            13.210000
    1388545808 90.00  25.44            11.200000
    1388545808 90.00  26.24            10.590000
    1388545808 90.00  27.84            10.230000
    1388545808 90.00  31.40            11.090000
    1388545808 90.00  51.26            91.279999
    1388545808 90.00  52.28           130.229996
    1388545808 90.00  53.86           233.610001
    1388545808 90.00  54.94           268.239990
